project_id,ngo_id,project_name,project_status,primary_sector,secondary_sectors,location_country,location_state_primary,location_district_primary,is_remote_area,is_disaster_relief,start_date,end_date,duration_months,duration_days,beneficiaries_reported,villages_covered,milestones_reported,milestones_completed,outcomes_reported,ngo_age_years_at_start,number_of_operational_states,number_of_operational_districts,number_of_sectors,prior_projects_count,prior_max_beneficiaries
PRJ_NGO_00128_5,NGO_00128,Environment & Forests Initiative #5 (Kolkata),Completed,"Water, Sanitation & Environment",[],India,West Bengal,Kolkata,False,False,2023-07-01,2025-05-21,23,690,780,6,4,4,Successfully completed primary community training and material deployment.,0,1,3,1,2,794.0
PRJ_NGO_00128_7,NGO_00128,Environment & Forests Initiative #7 (Kolkata),Completed,"Water, Sanitation & Environment",[],India,West Bengal,Kolkata,False,False,2023-07-01,2024-11-22,17,510,2350,15,3,3,Successfully completed primary community training and material deployment.,0,1,3,1,3,794.0
PRJ_NGO_00128_4,NGO_00128,Environment & Forests Initiative #4 (Kolkata),Completed,"Water, Sanitation & Environment",[],India,West Bengal,Kolkata,False,False,2023-08-01,2024-07-26,12,360,4089,17,6,3,Successfully completed primary community training and material deployment.,0,1,3,1,4,2350.0
PRJ_NGO_00128_2,NGO_00128,Environment & Forests Initiative #2 (Kolkata),Completed,"Water, Sanitation & Environment",[],India,West Bengal,Kolkata,False,False,2024-12-01,2026-05-25,18,540,3246,3,3,2,Successfully completed primary community training and material deployment.,1,1,3,1,5,4089.0
PRJ_NGO_00128_1,NGO_00128,Environment & Forests Initiative #1 (Kolkata),Ongoing,"Water, Sanitation & Environment",[],India,West Bengal,Kolkata,False,False,2025-07-01,,9,270,525,9,4,1,,2,1,3,1,6,4089.0
PRJ_NGO_00129_5,NGO_00129,Nutrition & Food Security Initiative #5 (South Delhi),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Delhi,South Delhi,False,True,2020-10-01,2021-11-25,14,420,3096,9,4,2,Successfully completed primary community training and material deployment.,9,1,3,2,0,
PRJ_NGO_00129_4,NGO_00129,Nutrition & Food Security Initiative #4 (South Delhi),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Delhi,South Delhi,False,True,2021-10-01,2022-11-25,14,420,3720,9,4,3,Successfully completed primary community training and material deployment.,10,1,3,2,1,3096.0
PRJ_NGO_00129_3,NGO_00129,Nutrition & Food Security Initiative #3 (South Delhi),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Delhi,South Delhi,False,True,2022-12-01,2024-06-23,19,570,527,20,3,2,Successfully completed primary community training and material deployment.,11,1,3,2,2,3720.0
PRJ_NGO_00129_2,NGO_00129,Nutrition & Food Security Initiative #2 (South Delhi),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Delhi,South Delhi,False,True,2023-01-01,2023-07-30,7,210,2472,5,5,3,Successfully completed primary community training and material deployment.,12,1,3,2,3,3720.0
PRJ_NGO_00129_1,NGO_00129,Nutrition & Food Security Initiative #1 (South Delhi),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Delhi,South Delhi,False,True,2024-08-01,2026-02-22,19,570,2765,5,4,3,Successfully completed primary community training and material deployment.,13,1,3,2,4,3720.0
PRJ_NGO_00130_3,NGO_00130,Healthcare & Medical Initiative #3 (Ernakulam),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Kerala,Ernakulam,False,True,2024-05-01,2026-01-21,21,630,1580,9,4,2,Successfully completed primary community training and material deployment.,0,2,5,2,0,
PRJ_NGO_00130_1,NGO_00130,Healthcare & Medical Initiative #1 (Ernakulam),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Kerala,Ernakulam,False,True,2024-07-01,2026-06-21,24,720,3145,14,3,3,Successfully completed primary community training and material deployment.,0,2,5,2,1,1580.0
PRJ_NGO_00130_2,NGO_00130,Healthcare & Medical Initiative #2 (Ernakulam),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation""]",India,Kerala,Ernakulam,False,True,2024-08-01,2026-02-22,19,570,3782,10,5,3,Successfully completed primary community training and material deployment.,0,2,5,2,2,3145.0
PRJ_NGO_00131_1,NGO_00131,Women Empowerment Initiative #1 (Thane),Completed,Social Welfare & Community Development,[],India,Maharashtra,Thane,False,False,2024-01-01,2025-10-22,22,660,665,14,4,3,Successfully completed primary community training and material deployment.,0,1,2,1,0,
PRJ_NGO_00131_2,NGO_00131,Women Empowerment Initiative #2 (Thane),Completed,Social Welfare & Community Development,[],India,Maharashtra,Thane,False,False,2024-03-01,2024-12-26,10,300,3208,20,5,5,Successfully completed primary community training and material deployment.,0,1,2,1,1,665.0
PRJ_NGO_00133_7,NGO_00133,Water & Sanitation Initiative #7 (Bengaluru Urban),Completed,"Water, Sanitation & Environment",[],India,Karnataka,Bengaluru Urban,False,False,2018-01-01,2019-07-25,19,570,3740,6,6,5,Successfully completed primary community training and material deployment.,1,1,3,1,0,
PRJ_NGO_00133_6,NGO_00133,Water & Sanitation Initiative #6 (Bengaluru Urban),Completed,"Water, Sanitation & Environment",[],India,Karnataka,Bengaluru Urban,False,False,2019-05-01,2019-12-27,8,240,1530,17,3,3,Successfully completed primary community training and material deployment.,2,1,3,1,1,3740.0
PRJ_NGO_00133_5,NGO_00133,Water & Sanitation Initiative #5 (Bengaluru Urban),Completed,"Water, Sanitation & Environment",[],India,Karnataka,Bengaluru Urban,False,False,2020-12-01,2022-10-22,23,690,3173,15,6,5,Successfully completed primary community training and material deployment.,3,1,3,1,2,3740.0
PRJ_NGO_00133_4,NGO_00133,Water & Sanitation Initiative #4 (Bengaluru Urban),Completed,"Water, Sanitation & Environment",[],India,Karnataka,Bengaluru Urban,False,False,2021-03-01,2023-01-20,23,690,1993,9,6,3,Successfully completed primary community training and material deployment.,4,1,3,1,3,3740.0
PRJ_NGO_00133_3,NGO_00133,Water & Sanitation Initiative #3 (Bengaluru Urban),Completed,"Water, Sanitation & Environment",[],India,Karnataka,Bengaluru Urban,False,False,2022-05-01,2024-01-21,21,630,620,20,5,4,Successfully completed primary community training and material deployment.,5,1,3,1,4,3740.0
PRJ_NGO_00133_2,NGO_00133,Water & Sanitation Initiative #2 (Bengaluru Urban),Completed,"Water, Sanitation & Environment",[],India,Karnataka,Bengaluru Urban,False,False,2023-04-01,2024-04-25,13,390,3754,17,5,4,Successfully completed primary community training and material deployment.,6,1,3,1,5,3740.0
PRJ_NGO_00133_1,NGO_00133,Water & Sanitation Initiative #1 (Bengaluru Urban),Completed,"Water, Sanitation & Environment",[],India,Karnataka,Bengaluru Urban,False,False,2024-11-01,2026-02-24,16,480,1474,20,5,5,Successfully completed primary community training and material deployment.,7,1,3,1,6,3754.0
PRJ_NGO_00134_5,NGO_00134,Nutrition & Food Security Initiative #5 (Howrah),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,West Bengal,Howrah,False,False,2020-07-01,2021-02-26,8,240,2940,6,3,3,Successfully completed primary community training and material deployment.,8,1,3,2,0,
PRJ_NGO_00134_4,NGO_00134,Nutrition & Food Security Initiative #4 (Howrah),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,West Bengal,Howrah,False,False,2021-06-01,2022-12-23,19,570,4841,7,3,3,Successfully completed primary community training and material deployment.,9,1,3,2,1,2940.0
PRJ_NGO_00134_3,NGO_00134,Nutrition & Food Security Initiative #3 (Howrah),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,West Bengal,Howrah,False,False,2022-05-01,2023-10-23,18,540,4276,16,6,4,Successfully completed primary community training and material deployment.,10,1,3,2,2,4841.0
PRJ_NGO_00134_2,NGO_00134,Nutrition & Food Security Initiative #2 (Howrah),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,West Bengal,Howrah,False,False,2023-03-01,2024-08-22,18,540,3026,4,3,2,Successfully completed primary community training and material deployment.,11,1,3,2,3,4841.0
PRJ_NGO_00134_1,NGO_00134,Nutrition & Food Security Initiative #1 (Howrah),Ongoing,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,West Bengal,Howrah,False,False,2024-11-01,,23,690,2678,8,6,3,,12,1,3,2,4,4841.0
PRJ_NGO_00135_4,NGO_00135,Child Welfare Initiative #4 (Central Delhi),Completed,Social Welfare & Community Development,[],India,Delhi,Central Delhi,False,False,2021-04-01,2022-12-22,21,630,1014,6,5,3,Successfully completed primary community training and material deployment.,8,2,2,1,0,
PRJ_NGO_00135_3,NGO_00135,Child Welfare Initiative #3 (Central Delhi),Completed,Social Welfare & Community Development,[],India,Delhi,Central Delhi,False,False,2022-06-01,2023-04-27,11,330,1840,2,6,2,Successfully completed primary community training and material deployment.,9,2,2,1,1,1014.0
PRJ_NGO_00135_2,NGO_00135,Child Welfare Initiative #2 (Central Delhi),Completed,Social Welfare & Community Development,[],India,Delhi,Central Delhi,False,False,2023-04-01,2025-02-19,23,690,2555,5,4,4,Successfully completed primary community training and material deployment.,10,2,2,1,2,1840.0
PRJ_NGO_00135_1,NGO_00135,Child Welfare Initiative #1 (Central Delhi),Completed,Social Welfare & Community Development,[],India,Delhi,Central Delhi,False,False,2024-09-01,2026-03-25,19,570,4310,11,3,3,Successfully completed primary community training and material deployment.,11,2,2,1,3,2555.0
PRJ_NGO_00136_1,NGO_00136,Healthcare & Medical Initiative #1 (Belagavi),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Karnataka,Belagavi,False,False,2024-02-01,2025-02-25,13,390,4766,16,6,4,Successfully completed primary community training and material deployment.,0,4,8,2,0,
PRJ_NGO_00136_2,NGO_00136,Healthcare & Medical Initiative #2 (Belagavi),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Karnataka,Belagavi,False,False,2024-04-01,2024-10-28,7,210,3910,8,3,3,Successfully completed primary community training and material deployment.,0,4,8,2,1,4766.0
PRJ_NGO_00136_3,NGO_00136,Healthcare & Medical Initiative #3 (Belagavi),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment""]",India,Karnataka,Belagavi,False,False,2024-11-01,2026-03-26,17,510,3604,2,5,5,Successfully completed primary community training and material deployment.,0,4,8,2,2,4766.0
PRJ_NGO_00137_7,NGO_00137,Education Initiative #7 (Ahmedabad),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Gujarat,Ahmedabad,False,False,2018-10-01,2020-04-23,19,570,2556,10,4,4,Successfully completed primary community training and material deployment.,3,1,3,2,0,
PRJ_NGO_00137_6,NGO_00137,Education Initiative #6 (Ahmedabad),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Gujarat,Ahmedabad,False,False,2019-01-01,2020-07-24,19,570,3382,8,5,4,Successfully completed primary community training and material deployment.,4,1,3,2,1,2556.0
PRJ_NGO_00137_5,NGO_00137,Education Initiative #5 (Ahmedabad),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Gujarat,Ahmedabad,False,False,2020-07-01,2020-12-28,6,180,2438,20,4,4,Successfully completed primary community training and material deployment.,5,1,3,2,2,3382.0
PRJ_NGO_00137_4,NGO_00137,Education Initiative #4 (Ahmedabad),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Gujarat,Ahmedabad,False,False,2021-02-01,2021-07-31,6,180,1989,6,4,4,Successfully completed primary community training and material deployment.,6,1,3,2,3,3382.0
PRJ_NGO_00137_3,NGO_00137,Education Initiative #3 (Ahmedabad),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Gujarat,Ahmedabad,False,False,2022-09-01,2023-09-26,13,390,2936,7,4,4,Successfully completed primary community training and material deployment.,7,1,3,2,4,3382.0
PRJ_NGO_00137_2,NGO_00137,Education Initiative #2 (Ahmedabad),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Gujarat,Ahmedabad,False,False,2023-01-01,2024-09-22,21,630,3525,19,3,3,Successfully completed primary community training and material deployment.,8,1,3,2,5,3382.0
PRJ_NGO_00137_1,NGO_00137,Education Initiative #1 (Ahmedabad),Completed,Education & Skill Development,"[""Social Welfare & Community Development""]",India,Gujarat,Ahmedabad,False,False,2024-12-01,2025-06-29,7,210,763,5,3,2,Successfully completed primary community training and material deployment.,9,1,3,2,6,3525.0
PRJ_NGO_00138_7,NGO_00138,Water & Sanitation Initiative #7 (Puri),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition"", ""Emergency Relief & Rehabilitation""]",India,Odisha,Puri,True,True,2018-12-01,2019-07-29,8,240,4693,16,4,3,Successfully completed primary community training and material deployment.,4,1,2,3,0,
PRJ_NGO_00138_6,NGO_00138,Water & Sanitation Initiative #6 (Puri),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition"", ""Emergency Relief & Rehabilitation""]",India,Odisha,Puri,True,True,2019-03-01,2020-03-25,13,390,559,8,6,5,Successfully completed primary community training and material deployment.,5,1,2,3,1,4693.0
PRJ_NGO_00138_5,NGO_00138,Water & Sanitation Initiative #5 (Puri),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition"", ""Emergency Relief & Rehabilitation""]",India,Odisha,Puri,True,True,2020-08-01,2021-08-26,13,390,4807,2,3,2,Successfully completed primary community training and material deployment.,6,1,2,3,2,4693.0
PRJ_NGO_00138_4,NGO_00138,Water & Sanitation Initiative #4 (Puri),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition"", ""Emergency Relief & Rehabilitation""]",India,Odisha,Puri,True,True,2021-04-01,2022-07-25,16,480,2953,13,6,3,Successfully completed primary community training and material deployment.,7,1,2,3,3,4807.0
PRJ_NGO_00138_3,NGO_00138,Water & Sanitation Initiative #3 (Puri),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition"", ""Emergency Relief & Rehabilitation""]",India,Odisha,Puri,True,True,2022-10-01,2024-09-20,24,720,3123,5,6,5,Successfully completed primary community training and material deployment.,8,1,2,3,4,4807.0
PRJ_NGO_00138_2,NGO_00138,Water & Sanitation Initiative #2 (Puri),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition"", ""Emergency Relief & Rehabilitation""]",India,Odisha,Puri,True,True,2023-05-01,2024-11-21,19,570,2427,20,4,4,Successfully completed primary community training and material deployment.,9,1,2,3,5,4807.0
PRJ_NGO_00138_1,NGO_00138,Water & Sanitation Initiative #1 (Puri),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition"", ""Emergency Relief & Rehabilitation""]",India,Odisha,Puri,True,True,2024-07-01,2026-06-21,24,720,211,17,4,3,Successfully completed primary community training and material deployment.,10,1,2,3,6,4807.0
PRJ_NGO_00139_5,NGO_00139,Disaster Relief & Rehabilitation Initiative #5 (Coimbatore),Completed,Emergency Relief & Rehabilitation,[],India,Tamil Nadu,Coimbatore,False,True,2020-08-01,2021-09-25,14,420,2331,8,3,3,Successfully completed primary community training and material deployment.,19,2,6,1,0,
PRJ_NGO_00139_4,NGO_00139,Disaster Relief & Rehabilitation Initiative #4 (Coimbatore),Completed,Emergency Relief & Rehabilitation,[],India,Tamil Nadu,Coimbatore,False,True,2021-10-01,2023-08-22,23,690,1966,16,6,3,Successfully completed primary community training and material deployment.,20,2,6,1,1,2331.0
PRJ_NGO_00139_3,NGO_00139,Disaster Relief & Rehabilitation Initiative #3 (Coimbatore),Completed,Emergency Relief & Rehabilitation,[],India,Tamil Nadu,Coimbatore,False,True,2022-03-01,2023-04-25,14,420,4746,18,5,5,Successfully completed primary community training and material deployment.,21,2,6,1,2,2331.0
PRJ_NGO_00139_2,NGO_00139,Disaster Relief & Rehabilitation Initiative #2 (Coimbatore),Completed,Emergency Relief & Rehabilitation,[],India,Tamil Nadu,Coimbatore,False,True,2023-04-01,2023-11-27,8,240,3600,5,6,3,Successfully completed primary community training and material deployment.,22,2,6,1,3,4746.0
PRJ_NGO_00139_1,NGO_00139,Disaster Relief & Rehabilitation Initiative #1 (Coimbatore),Ongoing,Emergency Relief & Rehabilitation,[],India,Tamil Nadu,Coimbatore,False,True,2024-06-01,,7,210,1634,15,3,1,,23,2,6,1,4,4746.0
PRJ_NGO_00140_5,NGO_00140,Water & Sanitation Initiative #5 (Raigad),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition""]",India,Maharashtra,Raigad,False,False,2022-01-01,2023-10-23,22,660,4028,2,3,3,Successfully completed primary community training and material deployment.,0,1,1,2,0,
