as_on_date,unique_id,ngo_name,ngo_email,state_of_registration,registered_district,registered_subdistrict,type_of_ngo,registration_authority,registration_number,act_name,date_of_registration,sectors,operational_district,operational_state,source_url
2026-09-16,DARPAN_631917,Uday Foundation 169,contact@udayfoundati.org,Rajasthan,Kota,Kota Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/150/2024/1746,"Indian Trusts Act, 1882",2017-08-26,"Skill Development & Livelihood, Nutrition & Food Security, Disaster Relief & Rehabilitation",Kota,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_631917
2026-09-16,DARPAN_631917,Uday Foundation 169 (Jaipur),contact@udayfoundati.org,Rajasthan,Kota,Kota Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/150/2024/1746,"Indian Trusts Act, 1882",2017-08-26,"Skill Development & Livelihood, Nutrition & Food Security, Disaster Relief & Rehabilitation",Jaipur,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_631917
2026-09-16,DARPAN_475130,Umeed Foundation 170,,Rajasthan,Jaipur,Jaipur Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/118/2011/3764,"Indian Trusts Act, 1882",2019-01-03,"Child Welfare, Healthcare & Medical",Jaipur,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_475130
2026-09-16,DARPAN_475130,Umeed Foundation 170 (Kota),contact@umeedfoundat.org,Rajasthan,Jaipur,Jaipur Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/118/2011/3764,"Indian Trusts Act, 1882",2019-01-03,"Child Welfare, Healthcare & Medical",Kota,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_475130
2026-09-16,DARPAN_475130,Umeed Foundation 170 (Jodhpur),contact@umeedfoundat.org,Rajasthan,Jaipur,Jaipur Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/118/2011/3764,"Indian Trusts Act, 1882",2019-01-03,"Child Welfare, Healthcare & Medical",Jodhpur,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_475130
2026-09-16,DARPAN_746403,Umeed Mission 171,contact@umeedmission.org,Rajasthan,Jaipur,Jaipur Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/750/2017/3250,"Indian Trusts Act, 1882",2017-06-07,Rural Development,Jaipur,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_746403
2026-09-16,DARPAN_746403,Umeed Mission 171 (Kota),contact@umeedmission.org,Rajasthan,Jaipur,Jaipur Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/750/2017/3250,"Indian Trusts Act, 1882",2017-06-07,Rural Development,Kota,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_746403
2026-09-16,DARPAN_746403,Umeed Mission 171 (Jodhpur),contact@umeedmission.org,Rajasthan,Jaipur,Jaipur Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/750/2017/3250,"Indian Trusts Act, 1882",2017-06-07,Rural Development,Jodhpur,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_746403
2026-09-16,DARPAN_512596,Uday Initiative 172,contact@udayinitiati.org,Odisha,Puri,Puri Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/438/2016/8722,"Indian Trusts Act, 1882",2002-07-26,Water & Sanitation,Puri,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_512596
2026-09-16,DARPAN_512596,Uday Initiative 172 (Sundargarh),contact@udayinitiati.org,Odisha,Puri,Puri Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/438/2016/8722,"Indian Trusts Act, 1882",2002-07-26,Water & Sanitation,Sundargarh,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_512596
2026-09-16,DARPAN_512596,Uday Initiative 172 (Pune),contact@udayinitiati.org,Odisha,Puri,Puri Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/438/2016/8722,"Indian Trusts Act, 1882",2002-07-26,Water & Sanitation,Pune,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_512596
2026-09-16,DARPAN_248891,Goonj Seva Sanstha 173,contact@goonjsevasan.org,Odisha,Sundargarh,Sundargarh Taluk,Society,Registrar of Societies,SOC/355/1998/3843,"Societies Registration Act, 1860",2022-01-03,"Nutrition & Food Security, Disaster Relief & Rehabilitation, Environment & Forests",Sundargarh,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_248891
2026-09-16,DARPAN_248891,Goonj Seva Sanstha 173 (Khordha),contact@goonjsevasan.org,Odisha,Sundargarh,Sundargarh Taluk,Society,Registrar of Societies,SOC/355/1998/3843,"Societies Registration Act, 1860",2022-01-03,"Nutrition & Food Security, Disaster Relief & Rehabilitation, Environment & Forests",Khordha,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_248891
2026-09-16,DARPAN_248891,Goonj Seva Sanstha 173 (Dharwad),contact@goonjsevasan.org,Odisha,Sundargarh,Sundargarh Taluk,Society,Registrar of Societies,SOC/355/1998/3843,"Societies Registration Act, 1860",2022-01-03,"Nutrition & Food Security, Disaster Relief & Rehabilitation, Environment & Forests",Dharwad,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_248891
2026-09-16,DARPAN_956114,Prerna Samiti 174,,West Bengal,North 24 Parganas,North 24 Parganas Taluk,Society,Registrar of Societies,SOC/553/1996/5992,"Societies Registration Act, 1860",2015-09-20,"Rural Development, Education",North 24 Parganas,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_956114
2026-09-16,DARPAN_956114,Prerna Samiti 174 (Howrah),contact@prernasamiti.org,West Bengal,North 24 Parganas,North 24 Parganas Taluk,Society,Registrar of Societies,SOC/553/1996/5992,"Societies Registration Act, 1860",2015-09-20,"Rural Development, Education",Howrah,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_956114
2026-09-16,DARPAN_217223,Manav Society 175,contact@manavsociety.org,Kerala,Ernakulam,Ernakulam Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/176/2007/3998,"Indian Trusts Act, 1882",2024-01-10,Environment & Forests,Ernakulam,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_217223
2026-09-16,DARPAN_217223,Manav Society 175 (Kozhikode),contact@manavsociety.org,Kerala,Ernakulam,Ernakulam Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/176/2007/3998,"Indian Trusts Act, 1882",2024-01-10,Environment & Forests,Kozhikode,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_217223
2026-09-16,DARPAN_269700,Deepam Seva Sanstha 176,contact@deepamsevasa.org,Karnataka,Mangaluru,Mangaluru Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/163/1998/8390,"Companies Act, 2013",2022-03-27,"Women Empowerment, Disaster Relief & Rehabilitation",Mangaluru,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_269700
2026-09-16,DARPAN_269700,Deepam Seva Sanstha 176 (Rajkot),contact@deepamsevasa.org,Karnataka,Mangaluru,Mangaluru Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/163/1998/8390,"Companies Act, 2013",2022-03-27,"Women Empowerment, Disaster Relief & Rehabilitation",Rajkot,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_269700
2026-09-16,DARPAN_269700,Deepam Seva Sanstha 176 (Vadodara),contact@deepamsevasa.org,Karnataka,Mangaluru,Mangaluru Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/163/1998/8390,"Companies Act, 2013",2022-03-27,"Women Empowerment, Disaster Relief & Rehabilitation",Vadodara,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_269700
2026-09-16,DARPAN_123566,Kavach Association 177,contact@kavachassoci.org,Rajasthan,Jodhpur,Jodhpur Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/521/2022/5989,"Companies Act, 2013",2025-10-13,"Skill Development & Livelihood, Education",Jodhpur,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_123566
2026-09-16,DARPAN_123566,Kavach Association 177 (Kota),contact@kavachassoci.org,Rajasthan,Jodhpur,Jodhpur Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/521/2022/5989,"Companies Act, 2013",2025-10-13,"Skill Development & Livelihood, Education",Kota,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_123566
2026-09-16,DARPAN_123566,Kavach Association 177 (Udaipur),contact@kavachassoci.org,Rajasthan,Jodhpur,Jodhpur Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/521/2022/5989,"Companies Act, 2013",2025-10-13,"Skill Development & Livelihood, Education",Udaipur,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_123566
2026-09-16,DARPAN_407198,Shakti Initiative 178,contact@shaktiinitia.org,Tamil Nadu,Coimbatore,Coimbatore Taluk,Society,Registrar of Societies,SOC/423/1995/3730,"Societies Registration Act, 1860",2015-07-01,Nutrition & Food Security,Coimbatore,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_407198
2026-09-16,DARPAN_407198,Shakti Initiative 178 (Vellore),contact@shaktiinitia.org,Tamil Nadu,Coimbatore,Coimbatore Taluk,Society,Registrar of Societies,SOC/423/1995/3730,"Societies Registration Act, 1860",2015-07-01,Nutrition & Food Security,Vellore,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_407198
2026-09-16,DARPAN_364309,Vikas Seva Sanstha 179,contact@vikassevasan.org,Odisha,Khordha,Khordha Taluk,Society,Registrar of Societies,SOC/595/2012/6618,"Societies Registration Act, 1860",2002-07-27,"Nutrition & Food Security, Environment & Forests, Education",Khordha,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_364309
2026-09-16,DARPAN_612051,Sneha Initiative 180,contact@snehainitiat.org,Tamil Nadu,Vellore,Vellore Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/227/2008/7902,"Indian Trusts Act, 1882",2024-12-07,Skill Development & Livelihood,Vellore,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_612051
2026-09-16,DARPAN_612051,Sneha Initiative 180 (Tiruchirappalli),contact@snehainitiat.org,Tamil Nadu,Vellore,Vellore Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/227/2008/7902,"Indian Trusts Act, 1882",2024-12-07,Skill Development & Livelihood,Tiruchirappalli,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_612051
2026-09-16,DARPAN_612051,Sneha Initiative 180 (Mangaluru),,Tamil Nadu,Vellore,Vellore Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/227/2008/7902,"Indian Trusts Act, 1882",2024-12-07,Skill Development & Livelihood,Mangaluru,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_612051
2026-09-16,DARPAN_973107,Sankalp Society 181,contact@sankalpsocie.org,Maharashtra,Thane,Thane Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/653/2021/9553,"Indian Trusts Act, 1882",2023-11-10,Skill Development & Livelihood,Thane,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_973107
2026-09-16,DARPAN_973107,Sankalp Society 181 (Raigad),contact@sankalpsocie.org,Maharashtra,Thane,Thane Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/653/2021/9553,"Indian Trusts Act, 1882",2023-11-10,Skill Development & Livelihood,Raigad,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_973107
2026-09-16,DARPAN_973107,Sankalp Society 181 (Nashik),contact@sankalpsocie.org,Maharashtra,Thane,Thane Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/653/2021/9553,"Indian Trusts Act, 1882",2023-11-10,Skill Development & Livelihood,Nashik,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_973107
2026-09-16,DARPAN_291076,Prerna Foundation 182,contact@prernafounda.org,Delhi,South Delhi,South Delhi Taluk,Society,Registrar of Societies,SOC/969/2002/2342,"Societies Registration Act, 1860",2015-08-27,"Environment & Forests, Rural Development",South Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_291076
2026-09-16,DARPAN_291076,Prerna Foundation 182 (Central Delhi),contact@prernafounda.org,Delhi,South Delhi,South Delhi Taluk,Society,Registrar of Societies,SOC/969/2002/2342,"Societies Registration Act, 1860",2015-08-27,"Environment & Forests, Rural Development",Central Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_291076
2026-09-16,DARPAN_956686,Deepam Trust 183,contact@deepamtrust1.org,Tamil Nadu,Chennai,Chennai Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/813/2024/6297,"Companies Act, 2013",2019-09-28,"Environment & Forests, Women Empowerment, Water & Sanitation",Chennai,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_956686
2026-09-16,DARPAN_956686,Deepam Trust 183 (Salem),contact@deepamtrust1.org,Tamil Nadu,Chennai,Chennai Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/813/2024/6297,"Companies Act, 2013",2019-09-28,"Environment & Forests, Women Empowerment, Water & Sanitation",Salem,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_956686
2026-09-16,DARPAN_539490,Asha Society 184,,Gujarat,Surat,Surat Taluk,Society,Registrar of Societies,SOC/236/2017/5333,"Societies Registration Act, 1860",2011-05-03,"Nutrition & Food Security, Disaster Relief & Rehabilitation",Surat,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_539490
2026-09-16,DARPAN_539490,Asha Society 184 (Vadodara),contact@ashasociety1.org,Gujarat,Surat,Surat Taluk,Society,Registrar of Societies,SOC/236/2017/5333,"Societies Registration Act, 1860",2011-05-03,"Nutrition & Food Security, Disaster Relief & Rehabilitation",Vadodara,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_539490
2026-09-16,DARPAN_539490,Asha Society 184 (Rajkot),contact@ashasociety1.org,Gujarat,Surat,Surat Taluk,Society,Registrar of Societies,SOC/236/2017/5333,"Societies Registration Act, 1860",2011-05-03,"Nutrition & Food Security, Disaster Relief & Rehabilitation",Rajkot,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_539490
2026-09-16,DARPAN_156406,Vikas Samiti 185,contact@vikassamiti1.org,West Bengal,North 24 Parganas,North 24 Parganas Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/288/2018/3362,"Indian Trusts Act, 1882",2025-03-11,Water & Sanitation,North 24 Parganas,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_156406
2026-09-16,DARPAN_156406,Vikas Samiti 185 (Howrah),contact@vikassamiti1.org,West Bengal,North 24 Parganas,North 24 Parganas Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/288/2018/3362,"Indian Trusts Act, 1882",2025-03-11,Water & Sanitation,Howrah,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_156406
2026-09-16,DARPAN_731953,Punarutthan Initiative 186,contact@punarutthani.org,Tamil Nadu,Salem,Salem Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/376/2017/6883,"Indian Trusts Act, 1882",2017-07-02,Healthcare & Medical,Salem,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_731953
2026-09-16,DARPAN_731953,Punarutthan Initiative 186 (Coimbatore),contact@punarutthani.org,Tamil Nadu,Salem,Salem Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/376/2017/6883,"Indian Trusts Act, 1882",2017-07-02,Healthcare & Medical,Coimbatore,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_731953
2026-09-16,DARPAN_615551,Vikas Foundation 187,contact@vikasfoundat.org,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/999/2008/4568,"Indian Trusts Act, 1882",2025-09-17,Environment & Forests,Kanpur Nagar,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_615551
2026-09-16,DARPAN_615551,Vikas Foundation 187 (Varanasi),contact@vikasfoundat.org,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/999/2008/4568,"Indian Trusts Act, 1882",2025-09-17,Environment & Forests,Varanasi,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_615551
2026-09-16,DARPAN_615551,Vikas Foundation 187 (Lucknow),contact@vikasfoundat.org,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/999/2008/4568,"Indian Trusts Act, 1882",2025-09-17,Environment & Forests,Lucknow,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_615551
2026-09-16,DARPAN_668094,Sankalp Association 188,contact@sankalpassoc.org,Gujarat,Ahmedabad,Ahmedabad Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/535/2025/5227,"Companies Act, 2013",2023-01-20,"Water & Sanitation, Skill Development & Livelihood, Environment & Forests",Ahmedabad,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_668094
2026-09-16,DARPAN_668094,Sankalp Association 188 (Rajkot),contact@sankalpassoc.org,Gujarat,Ahmedabad,Ahmedabad Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/535/2025/5227,"Companies Act, 2013",2023-01-20,"Water & Sanitation, Skill Development & Livelihood, Environment & Forests",Rajkot,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_668094
2026-09-16,DARPAN_668094,Sankalp Association 188 (Central Delhi),,Gujarat,Ahmedabad,Ahmedabad Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/535/2025/5227,"Companies Act, 2013",2023-01-20,"Water & Sanitation, Skill Development & Livelihood, Environment & Forests",Central Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_668094
2026-09-16,DARPAN_440537,Vikas Mission 189,contact@vikasmission.org,Delhi,South Delhi,South Delhi Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/297/2021/6104,"Companies Act, 2013",2021-06-15,Environment & Forests,South Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_440537
2026-09-16,DARPAN_440537,Vikas Mission 189 (New Delhi),contact@vikasmission.org,Delhi,South Delhi,South Delhi Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/297/2021/6104,"Companies Act, 2013",2021-06-15,Environment & Forests,New Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_440537
2026-09-16,DARPAN_440537,Vikas Mission 189 (North Delhi),contact@vikasmission.org,Delhi,South Delhi,South Delhi Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/297/2021/6104,"Companies Act, 2013",2021-06-15,Environment & Forests,North Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_440537
2026-09-16,DARPAN_893627,Samarpan Society 190,contact@samarpansoci.org,Rajasthan,Jodhpur,Jodhpur Taluk,Society,Registrar of Societies,SOC/563/1995/9345,"Societies Registration Act, 1860",2022-07-12,"Women Empowerment, Nutrition & Food Security, Skill Development & Livelihood",Jodhpur,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_893627
2026-09-16,DARPAN_893627,Samarpan Society 190 (Kota),contact@samarpansoci.org,Rajasthan,Jodhpur,Jodhpur Taluk,Society,Registrar of Societies,SOC/563/1995/9345,"Societies Registration Act, 1860",2022-07-12,"Women Empowerment, Nutrition & Food Security, Skill Development & Livelihood",Kota,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_893627
2026-09-16,DARPAN_886654,Goonj Trust 191,contact@goonjtrust19.org,Odisha,Puri,Puri Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/668/2021/1746,"Companies Act, 2013",2020-11-25,Nutrition & Food Security,Puri,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_886654
2026-09-16,DARPAN_886654,Goonj Trust 191 (Khordha),contact@goonjtrust19.org,Odisha,Puri,Puri Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/668/2021/1746,"Companies Act, 2013",2020-11-25,Nutrition & Food Security,Khordha,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_886654
2026-09-16,DARPAN_886654,Goonj Trust 191 (Sundargarh),contact@goonjtrust19.org,Odisha,Puri,Puri Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/668/2021/1746,"Companies Act, 2013",2020-11-25,Nutrition & Food Security,Sundargarh,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_886654
2026-09-16,DARPAN_874467,Deepam Seva Sanstha 192,contact@deepamsevasa.org,Maharashtra,Mumbai,Mumbai Taluk,Society,Registrar of Societies,SOC/978/2009/1767,"Societies Registration Act, 1860",2025-02-13,"Rural Development, Skill Development & Livelihood",Mumbai,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_874467
2026-09-16,DARPAN_874467,Deepam Seva Sanstha 192 (Thane),contact@deepamsevasa.org,Maharashtra,Mumbai,Mumbai Taluk,Society,Registrar of Societies,SOC/978/2009/1767,"Societies Registration Act, 1860",2025-02-13,"Rural Development, Skill Development & Livelihood",Thane,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_874467
2026-09-16,DARPAN_874467,Deepam Seva Sanstha 192 (North 24 Parganas),contact@deepamsevasa.org,Maharashtra,Mumbai,Mumbai Taluk,Society,Registrar of Societies,SOC/978/2009/1767,"Societies Registration Act, 1860",2025-02-13,"Rural Development, Skill Development & Livelihood",North 24 Parganas,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_874467
2026-09-16,DARPAN_338113,Sahyog Foundation 193,contact@sahyogfounda.org,Karnataka,Dharwad,Dharwad Taluk,Society,Registrar of Societies,SOC/545/2018/5590,"Societies Registration Act, 1860",2016-03-02,Child Welfare,Dharwad,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_338113
2026-09-16,DARPAN_338113,Sahyog Foundation 193 (Mysuru),contact@sahyogfounda.org,Karnataka,Dharwad,Dharwad Taluk,Society,Registrar of Societies,SOC/545/2018/5590,"Societies Registration Act, 1860",2016-03-02,Child Welfare,Mysuru,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_338113
2026-09-16,DARPAN_338113,Sahyog Foundation 193 (Bengaluru Urban),contact@sahyogfounda.org,Karnataka,Dharwad,Dharwad Taluk,Society,Registrar of Societies,SOC/545/2018/5590,"Societies Registration Act, 1860",2016-03-02,Child Welfare,Bengaluru Urban,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_338113
2026-09-16,DARPAN_970456,Uday Mission 194,,Kerala,Thiruvananthapuram,Thiruvananthapuram Taluk,Society,Registrar of Societies,SOC/209/2022/3693,"Societies Registration Act, 1860",2025-10-18,Environment & Forests,Thiruvananthapuram,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_970456
2026-09-16,DARPAN_970456,Uday Mission 194 (Thrissur),contact@udaymission1.org,Kerala,Thiruvananthapuram,Thiruvananthapuram Taluk,Society,Registrar of Societies,SOC/209/2022/3693,"Societies Registration Act, 1860",2025-10-18,Environment & Forests,Thrissur,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_970456
2026-09-16,DARPAN_970456,Uday Mission 194 (Kozhikode),contact@udaymission1.org,Kerala,Thiruvananthapuram,Thiruvananthapuram Taluk,Society,Registrar of Societies,SOC/209/2022/3693,"Societies Registration Act, 1860",2025-10-18,Environment & Forests,Kozhikode,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_970456
2026-09-16,DARPAN_126500,Seva Mission 195,contact@sevamission1.org,Rajasthan,Jaipur,Jaipur Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/925/2000/7554,"Indian Trusts Act, 1882",2004-01-11,"Education, Environment & Forests",Jaipur,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_126500
2026-09-16,DARPAN_126500,Seva Mission 195 (Jodhpur),contact@sevamission1.org,Rajasthan,Jaipur,Jaipur Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/925/2000/7554,"Indian Trusts Act, 1882",2004-01-11,"Education, Environment & Forests",Jodhpur,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_126500
2026-09-16,DARPAN_492418,Sankalp Network 196,contact@sankalpnetwo.org,Tamil Nadu,Chennai,Chennai Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/846/2009/6531,"Companies Act, 2013",2021-11-02,Women Empowerment,Chennai,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_492418
2026-09-16,DARPAN_492418,Sankalp Network 196 (Tiruchirappalli),contact@sankalpnetwo.org,Tamil Nadu,Chennai,Chennai Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/846/2009/6531,"Companies Act, 2013",2021-11-02,Women Empowerment,Tiruchirappalli,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_492418
2026-09-16,DARPAN_492418,Sankalp Network 196 (Coimbatore),contact@sankalpnetwo.org,Tamil Nadu,Chennai,Chennai Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/846/2009/6531,"Companies Act, 2013",2021-11-02,Women Empowerment,Coimbatore,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_492418
2026-09-16,DARPAN_851212,Kalyan Association 197,contact@kalyanassoci.org,Kerala,Kozhikode,Kozhikode Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/632/2016/9248,"Indian Trusts Act, 1882",2017-09-17,Skill Development & Livelihood,Kozhikode,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_851212
2026-09-16,DARPAN_851212,Kalyan Association 197 (Thrissur),contact@kalyanassoci.org,Kerala,Kozhikode,Kozhikode Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/632/2016/9248,"Indian Trusts Act, 1882",2017-09-17,Skill Development & Livelihood,Thrissur,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_851212
2026-09-16,DARPAN_328997,Sneha Network 198,contact@snehanetwork.org,Tamil Nadu,Chennai,Chennai Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/433/2009/8586,"Companies Act, 2013",2023-02-15,"Nutrition & Food Security, Disaster Relief & Rehabilitation, Healthcare & Medical",Chennai,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_328997
