financial_report_id,ngo_id,financial_year,document_type,document_source,audit_status,auditor_name,total_income,grant_income,donation_income,other_income,fcra_income,nfcra_income,total_expenditure,programme_expenses,administrative_expenses,fundraising_expenses,employee_expenses,consultancy_expenses,material_expenses,other_expenses,cash_and_bank_balance,total_assets,total_liabilities,surplus_or_deficit,related_party_transactions,source_url,verification_status
FIN_NGO_00121_FY2023-24,NGO_00121,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",50005762.49,19443619.29,8408979.39,22153163.81,0.0,50005762.49,48108771.49,40336401.31,4452619.69,1957330.57,3300877.65,0.0,0.0,-1938457.73,30976589.74,59319849.89,13778871.4,1896991.0,0.0,https://eleos.org/docs/FIN_NGO_00121_FY2023-24.pdf,Verified
FIN_NGO_00122_FY2025-26,NGO_00122,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",4610108.08,1750761.62,1500958.64,1358387.82,0.0,4610108.08,4063120.3,2875555.98,496233.49,181002.32,352404.99,47377.05,94754.11,15792.36,636786.89,8171775.03,2950402.04,546987.78,0.0,https://eleos.org/docs/FIN_NGO_00122_FY2025-26.pdf,Verified
FIN_NGO_00123_FY2025-26,NGO_00123,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",1341716.24,754340.16,454104.21,133271.87,0.0,1341716.24,1192503.46,1018714.0,86635.54,15009.01,101670.25,0.0,0.0,-29525.34,384119.23,1002960.32,286800.13,149212.78,0.0,https://eleos.org/docs/FIN_NGO_00123_FY2025-26.pdf,Verified
FIN_NGO_00123_FY2024-25,NGO_00123,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Deshmukh & Associates, Chartered Accountants",1534266.32,810664.6,712334.84,11266.88,0.0,1534266.32,1500099.19,1202194.79,117991.54,69873.22,129433.31,0.0,0.0,-19393.67,679175.05,1046349.55,283309.96,34167.13,0.0,https://eleos.org/docs/FIN_NGO_00123_FY2024-25.pdf,Verified
FIN_NGO_00123_FY2023-24,NGO_00123,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",1668038.01,904376.05,506777.19,256884.77,0.0,1668038.01,1605006.32,1311955.03,125531.91,28266.41,160413.71,0.0,0.0,-21160.74,275017.42,930124.39,222749.39,63031.69,0.0,https://eleos.org/docs/FIN_NGO_00123_FY2023-24.pdf,Verified
FIN_NGO_00124_FY2025-26,NGO_00124,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",286041841.54,156017279.91,83830312.24,46194249.39,0.0,286041841.54,276689697.7,189115059.94,26558459.61,11069716.46,12654392.14,11187620.87,22375241.73,3729206.95,52751951.76,310647691.92,87223638.11,9352143.84,0.0,https://eleos.org/docs/FIN_NGO_00124_FY2025-26.pdf,Verified
FIN_NGO_00124_FY2024-25,NGO_00124,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",241445962.19,122130753.81,52269969.72,67045238.66,0.0,241445962.19,228486246.56,187036607.82,26063811.3,9393154.38,14126607.15,0.0,0.0,-8133934.09,59787232.85,280280459.8,57976190.42,12959715.63,0.0,https://eleos.org/docs/FIN_NGO_00124_FY2024-25.pdf,Verified
FIN_NGO_00124_FY2023-24,NGO_00124,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",221693925.76,105972859.63,114507529.04,1213537.09,0.0,221693925.76,224815730.37,177347863.78,22092173.1,8055971.14,20109359.38,0.0,0.0,-2789637.03,100895859.58,287582055.43,92033727.79,-3121804.61,0.0,https://eleos.org/docs/FIN_NGO_00124_FY2023-24.pdf,Verified
FIN_NGO_00125_FY2025-26,NGO_00125,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",1215772.06,889663.58,202155.31,123953.17,0.0,1215772.06,1156727.57,853089.62,98179.88,29880.99,90293.96,25584.93,51169.87,8528.32,341026.08,1562340.02,491235.09,59044.49,0.0,https://eleos.org/docs/FIN_NGO_00125_FY2025-26.pdf,Verified
FIN_NGO_00125_FY2024-25,NGO_00125,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",1255018.06,544093.81,492833.9,218090.35,0.0,1255018.06,1262298.49,859988.09,142846.97,31209.99,94539.84,40114.08,80228.16,13371.36,292966.34,1627708.81,424618.76,-7280.43,0.0,https://eleos.org/docs/FIN_NGO_00125_FY2024-25.pdf,Verified
FIN_NGO_00125_FY2023-24,NGO_00125,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",1149135.73,574246.37,328716.7,246172.66,0.0,1149135.73,1155697.22,959538.44,136228.31,20607.12,63998.69,0.0,0.0,-24675.34,400236.69,1778877.1,418916.54,-6561.49,0.0,https://eleos.org/docs/FIN_NGO_00125_FY2023-24.pdf,Verified
FIN_NGO_00126_FY2025-26,NGO_00126,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",7847772.97,4975179.63,2395959.26,476634.08,0.0,7847772.97,7112670.3,5096126.94,526733.06,345160.71,570966.43,172104.95,344209.89,57368.32,3519616.7,10892721.83,4343486.3,735102.67,0.0,https://eleos.org/docs/FIN_NGO_00126_FY2025-26.pdf,Verified
FIN_NGO_00126_FY2024-25,NGO_00126,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",7665108.36,5602110.15,1595905.29,467092.92,0.0,7665108.36,7387070.89,5331055.21,933438.34,181436.74,316444.92,187408.7,374817.41,62469.57,2793263.82,10199657.07,1521466.68,278037.47,0.0,https://eleos.org/docs/FIN_NGO_00126_FY2024-25.pdf,Verified
FIN_NGO_00126_FY2023-24,NGO_00126,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",7777602.45,3719906.66,3014933.11,1042762.68,0.0,7777602.45,7679790.24,5784881.07,785020.95,378924.78,478655.18,75692.48,151384.96,25230.82,1718864.49,10610276.62,3892154.24,97812.21,0.0,https://eleos.org/docs/FIN_NGO_00126_FY2023-24.pdf,Verified
FIN_NGO_00126_FY2022-23,NGO_00126,FY2022-23,Audited Financial Statement,NGO Website,Unknown,"M/s Deshmukh & Associates, Chartered Accountants",6619676.12,2987328.25,1356241.88,2276105.99,0.0,6619676.12,6455821.09,5464526.11,697821.15,203800.41,432837.79,0.0,0.0,-343164.37,3840377.22,9935005.32,3730491.22,163855.03,0.0,https://eleos.org/docs/FIN_NGO_00126_FY2022-23.pdf,Extracted
FIN_NGO_00128_FY2025-26,NGO_00128,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",1736335.17,904096.95,653158.45,179079.77,0.0,1736335.17,1622123.41,1385847.6,92321.3,32380.35,111810.97,0.0,0.0,-236.81,847178.91,1976048.78,302314.68,114211.76,0.0,https://eleos.org/docs/FIN_NGO_00128_FY2025-26.pdf,Verified
FIN_NGO_00128_FY2024-25,NGO_00128,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",1636366.28,1019805.15,559239.48,57321.65,0.0,1636366.28,1463263.73,1055264.62,131722.97,67992.32,120056.11,26468.32,52936.63,8822.76,321336.6,2009207.99,771539.34,173102.55,0.0,https://eleos.org/docs/FIN_NGO_00128_FY2024-25.pdf,Verified
FIN_NGO_00128_FY2023-24,NGO_00128,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",1809758.02,944674.47,691989.23,173094.32,0.0,1809758.02,1601084.16,1347446.98,133123.66,42820.97,116253.24,0.0,0.0,-38560.69,589432.03,1994520.06,239505.09,208673.86,0.0,https://eleos.org/docs/FIN_NGO_00128_FY2023-24.pdf,Verified
FIN_NGO_00128_FY2022-23,NGO_00128,FY2022-23,Audited Financial Statement,NGO Website,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",1717010.33,876586.64,793371.02,47052.67,0.0,1717010.33,1648087.62,1389652.52,212270.34,27160.18,77889.7,0.0,0.0,-58885.12,794906.4,1896387.79,756575.54,68922.71,0.0,https://eleos.org/docs/FIN_NGO_00128_FY2022-23.pdf,Verified
FIN_NGO_00129_FY2025-26,NGO_00129,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",1763750.65,855119.41,709887.16,198744.08,0.0,1763750.65,1707446.42,1460790.07,167238.44,21372.75,131442.64,0.0,0.0,-73397.48,1053631.78,2351477.1,654486.96,56304.23,0.0,https://eleos.org/docs/FIN_NGO_00129_FY2025-26.pdf,Verified
FIN_NGO_00129_FY2024-25,NGO_00129,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",2022313.58,1165673.62,496176.93,360463.03,0.0,2022313.58,1854355.22,1363215.47,230526.34,49069.15,131771.05,23931.96,47863.93,7977.32,671135.76,2257133.5,745969.57,167958.36,0.0,https://eleos.org/docs/FIN_NGO_00129_FY2024-25.pdf,Verified
FIN_NGO_00129_FY2023-24,NGO_00129,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",2159425.6,919885.98,952014.5,287525.12,0.0,2159425.6,2057534.78,1663047.31,205262.32,58655.41,107542.96,6908.03,13816.07,2302.68,429212.83,2284972.52,428291.44,101890.82,0.0,https://eleos.org/docs/FIN_NGO_00129_FY2023-24.pdf,Verified
FIN_NGO_00129_FY2022-23,NGO_00129,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",2416267.97,1022639.83,1030111.02,363517.12,0.0,2416267.97,2318521.51,1783991.07,167181.73,48293.92,160118.48,47680.89,95361.78,15893.64,970774.94,2032793.87,572831.41,97746.46,0.0,https://eleos.org/docs/FIN_NGO_00129_FY2022-23.pdf,Verified
FIN_NGO_00129_FY2021-22,NGO_00129,FY2021-22,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",2460355.27,1247971.87,425173.88,787209.52,0.0,2460355.27,2354781.88,1945422.86,171741.25,111593.21,164136.15,0.0,0.0,-38111.59,1320041.55,2192386.04,495803.63,105573.39,0.0,https://eleos.org/docs/FIN_NGO_00129_FY2021-22.pdf,Verified
FIN_NGO_00130_FY2025-26,NGO_00130,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",4312769.94,2262738.38,1874847.91,175183.65,0.0,4312769.94,4062226.15,3012595.55,210685.01,103651.87,286198.29,134728.63,269457.25,44909.55,1026665.88,3419867.73,421351.94,250543.79,0.0,https://eleos.org/docs/FIN_NGO_00130_FY2025-26.pdf,Verified
FIN_NGO_00130_FY2024-25,NGO_00130,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",4760026.53,2060388.74,1337913.52,1361724.27,0.0,4760026.53,4588955.88,3455109.37,332189.51,88272.33,263592.97,134937.51,269875.02,44979.17,1766089.55,3331332.33,1267837.32,171070.65,0.0,https://eleos.org/docs/FIN_NGO_00130_FY2024-25.pdf,Verified
FIN_NGO_00131_FY2025-26,NGO_00131,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",44232254.83,29155006.29,8906219.16,6171029.38,0.0,44232254.83,41208992.72,33831175.57,4040780.72,1324355.91,3574614.69,0.0,0.0,-1561934.17,9867987.41,70664273.26,11026595.46,3023262.11,0.0,https://eleos.org/docs/FIN_NGO_00131_FY2025-26.pdf,Verified
FIN_NGO_00132_FY2025-26,NGO_00132,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",4976215.66,3463838.58,1351930.27,160446.81,0.0,4976215.66,4390479.88,3577628.88,476000.11,86842.25,255167.35,0.0,0.0,-5158.71,1157048.38,7604886.13,1871051.05,585735.78,0.0,https://eleos.org/docs/FIN_NGO_00132_FY2025-26.pdf,Verified
FIN_NGO_00133_FY2025-26,NGO_00133,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",3699972.6,1716679.5,627719.57,1355573.53,0.0,3699972.6,3651538.3,2822856.57,223097.31,107722.84,242111.12,76725.14,153450.28,25575.04,613743.11,2466561.98,785845.0,48434.3,0.0,https://eleos.org/docs/FIN_NGO_00133_FY2025-26.pdf,Verified
FIN_NGO_00133_FY2024-25,NGO_00133,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",4276654.51,2143330.92,1627022.3,506301.29,0.0,4276654.51,4311292.31,3273025.61,495923.28,67637.49,241545.98,69947.98,139895.97,23316.0,847577.65,2281817.34,498165.96,-34637.8,0.0,https://eleos.org/docs/FIN_NGO_00133_FY2024-25.pdf,Verified
FIN_NGO_00133_FY2023-24,NGO_00133,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",3806297.96,2198966.66,1003728.39,603602.91,0.0,3806297.96,3837699.83,3180171.3,244262.61,77544.24,279474.19,16874.25,33748.49,5624.75,576742.93,2133401.82,763015.85,-31401.87,0.0,https://eleos.org/docs/FIN_NGO_00133_FY2023-24.pdf,Verified
FIN_NGO_00133_FY2022-23,NGO_00133,FY2022-23,Audited Financial Statement,Public Repository,Qualified,"M/s Gupta & Aggarwal, Chartered Accountants",3421382.28,2449893.13,589100.61,382388.54,0.0,3421382.28,3174985.27,2543385.84,191392.34,134833.98,254522.78,15255.1,30510.2,5085.03,1631818.44,2276316.77,547859.12,246397.01,0.0,https://eleos.org/docs/FIN_NGO_00133_FY2022-23.pdf,Extracted
FIN_NGO_00134_FY2025-26,NGO_00134,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",11834945.49,4615492.92,7199393.57,20059.0,0.0,11834945.49,11722939.28,8145358.96,627836.49,549829.82,469067.47,579253.96,1158507.92,193084.66,7016508.2,3556022.59,878721.73,112006.21,0.0,https://eleos.org/docs/FIN_NGO_00134_FY2025-26.pdf,Verified
FIN_NGO_00134_FY2024-25,NGO_00134,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",11946093.35,8155847.44,2360329.23,1429916.68,0.0,11946093.35,11683183.51,8081137.15,1221536.37,417540.17,649572.54,394019.18,788038.36,131339.74,2313972.44,3410616.05,1046068.71,262909.84,0.0,https://eleos.org/docs/FIN_NGO_00134_FY2024-25.pdf,Verified
FIN_NGO_00134_FY2023-24,NGO_00134,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",10495961.21,5657996.13,3051187.6,1786777.48,0.0,10495961.21,9850624.84,8385904.15,764170.97,419493.99,780261.74,0.0,0.0,-499206.01,6060582.63,3536030.09,1252238.58,645336.37,0.0,https://eleos.org/docs/FIN_NGO_00134_FY2023-24.pdf,Verified
FIN_NGO_00134_FY2022-23,NGO_00134,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",9168637.03,3778281.92,1694304.59,3696050.52,0.0,9168637.03,8260077.87,6490628.42,500516.38,230925.41,383767.1,196272.17,392544.34,65424.05,1542330.64,3520073.44,1078260.95,908559.16,0.0,https://eleos.org/docs/FIN_NGO_00134_FY2022-23.pdf,Verified
FIN_NGO_00135_FY2025-26,NGO_00135,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",108998304.09,55908992.75,39387023.31,13702288.03,0.0,108998304.09,109867536.01,90369442.25,10185443.64,5181565.73,10184068.25,0.0,0.0,-6052983.86,49921636.17,147638907.54,28723719.99,-869231.92,0.0,https://eleos.org/docs/FIN_NGO_00135_FY2025-26.pdf,Verified
FIN_NGO_00135_FY2024-25,NGO_00135,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",124361042.87,85916802.48,34817435.74,3626804.65,0.0,124361042.87,113428577.79,90778909.94,11587946.89,1153727.52,7224124.87,805160.57,1610321.14,268386.86,29593569.14,166068609.92,28512982.34,10932465.08,0.0,https://eleos.org/docs/FIN_NGO_00135_FY2024-25.pdf,Verified
FIN_NGO_00136_FY2025-26,NGO_00136,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",16262416.19,8805710.38,7078969.55,377736.26,0.0,16262416.19,15295391.41,12139686.74,805776.82,637918.96,1395098.36,95073.16,190146.32,31691.05,8468102.55,3932376.07,868024.11,967024.78,0.0,https://eleos.org/docs/FIN_NGO_00136_FY2025-26.pdf,Verified
FIN_NGO_00137_FY2025-26,NGO_00137,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",2354134.25,1165326.74,432641.86,756165.65,0.0,2354134.25,2141611.17,1558142.0,171415.98,37060.06,199821.97,52551.35,105102.7,17517.11,1178284.04,710724.02,130030.14,212523.08,0.0,https://eleos.org/docs/FIN_NGO_00137_FY2025-26.pdf,Verified
FIN_NGO_00137_FY2024-25,NGO_00137,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",2704124.23,1032611.09,1307965.81,363547.33,0.0,2704124.23,2628695.28,2230021.24,337332.68,121584.46,191274.06,0.0,0.0,-251517.16,526311.74,736579.82,279337.74,75428.95,0.0,https://eleos.org/docs/FIN_NGO_00137_FY2024-25.pdf,Verified
FIN_NGO_00138_FY2025-26,NGO_00138,FY2025-26,Audited Financial Statement,Public Repository,Qualified,"M/s Deshmukh & Associates, Chartered Accountants",1445922.34,887518.83,449226.07,109177.44,409230.05,1036692.29,1448515.1,1037540.67,155215.12,34948.51,75912.17,43469.59,86939.18,14489.86,838772.51,563164.15,139086.9,-2592.76,0.0,https://eleos.org/docs/FIN_NGO_00138_FY2025-26.pdf,Extracted
FIN_NGO_00138_FY2024-25,NGO_00138,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",1187247.79,635691.65,201019.88,350536.26,494703.6,692544.19,1191264.16,822837.86,108747.27,31611.59,68312.3,47926.54,95853.08,15975.52,262493.78,521384.73,118795.26,-4016.37,0.0,https://eleos.org/docs/FIN_NGO_00138_FY2024-25.pdf,Verified
FIN_NGO_00138_FY2023-24,NGO_00138,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",1001450.88,532543.16,246843.09,222064.63,217609.99,783840.89,919081.07,658214.91,117409.21,44612.5,83055.59,4736.66,9473.32,1578.88,358602.59,538708.61,75444.0,82369.81,0.0,https://eleos.org/docs/FIN_NGO_00138_FY2023-24.pdf,Verified
FIN_NGO_00138_FY2022-23,NGO_00138,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",900098.28,656537.21,190340.56,53220.51,387215.87,512882.41,826338.55,578245.6,94956.08,31067.28,58935.87,18940.12,37880.23,6313.37,395937.56,578126.92,187267.38,73759.73,0.0,https://eleos.org/docs/FIN_NGO_00138_FY2022-23.pdf,Verified
FIN_NGO_00138_FY2021-22,NGO_00138,FY2021-22,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",816246.27,378024.33,378131.26,60090.68,307986.92,508259.35,778852.97,623331.96,77913.52,32680.5,59828.09,0.0,0.0,-14901.1,188072.45,545134.92,140916.47,37393.3,0.0,https://eleos.org/docs/FIN_NGO_00138_FY2021-22.pdf,Verified
FIN_NGO_00139_FY2025-26,NGO_00139,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",44936072.3,29008943.41,15749870.26,177258.63,0.0,44936072.3,41017230.59,32112667.12,4514228.16,1759334.07,2114548.06,154935.96,309871.91,51645.31,7079659.48,15145984.75,5273578.02,3918841.71,0.0,https://eleos.org/docs/FIN_NGO_00139_FY2025-26.pdf,Verified
FIN_NGO_00139_FY2024-25,NGO_00139,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",47551264.42,20934447.52,9753597.81,16863219.09,0.0,47551264.42,47704535.99,33451266.02,6301850.86,1673724.27,2492553.25,1135542.48,2271084.96,378514.15,14301668.22,16788204.81,2454080.36,-153271.57,0.0,https://eleos.org/docs/FIN_NGO_00139_FY2024-25.pdf,Verified
FIN_NGO_00140_FY2025-26,NGO_00140,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",8760554.72,4881223.63,2916952.81,962378.28,0.0,8760554.72,8104020.68,5614938.33,931012.47,320186.98,590001.69,194364.36,388728.73,64788.12,1882704.35,8704388.24,3082813.69,656534.04,0.0,https://eleos.org/docs/FIN_NGO_00140_FY2025-26.pdf,Verified
FIN_NGO_00140_FY2024-25,NGO_00140,FY2024-25,Audited Financial Statement,NGO Website,Qualified,"M/s K. Mehta & Co., Chartered Accountants",7269822.38,4477867.85,1131661.47,1660293.06,0.0,7269822.38,7219777.64,5961569.28,380708.02,290973.94,428492.33,47410.22,94820.44,15803.41,3197785.86,8351426.68,1312231.32,50044.74,0.0,https://eleos.org/docs/FIN_NGO_00140_FY2024-25.pdf,Extracted
FIN_NGO_00141_FY2025-26,NGO_00141,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",25701064.41,17890524.59,4855139.57,2955400.25,7930647.88,17770416.53,25255405.37,21220523.45,3343086.89,516834.52,2129292.64,0.0,0.0,-1954332.13,15938080.8,20309265.67,5366587.4,445659.04,0.0,https://eleos.org/docs/FIN_NGO_00141_FY2025-26.pdf,Verified
FIN_NGO_00141_FY2024-25,NGO_00141,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",25845987.72,12954918.01,10762398.53,2128671.18,7973393.91,17872593.81,25265234.47,17472169.52,1872203.13,318878.14,1245365.25,1306985.53,2613971.06,435661.84,11610318.71,18932778.35,2863797.43,580753.25,0.0,https://eleos.org/docs/FIN_NGO_00141_FY2024-25.pdf,Verified
FIN_NGO_00142_FY2025-26,NGO_00142,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",137412874.93,92393558.36,22810002.44,22209314.13,0.0,137412874.93,123304562.08,99634401.33,11211707.99,5566444.06,8383107.4,0.0,0.0,-1491098.7,21475359.64,79368484.14,13677483.3,14108312.85,0.0,https://eleos.org/docs/FIN_NGO_00142_FY2025-26.pdf,Verified
FIN_NGO_00142_FY2024-25,NGO_00142,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",123402479.83,63181798.56,31983643.08,28237038.19,0.0,123402479.83,125114008.4,90160803.88,16191560.56,4871242.93,11421509.18,740667.56,1481335.11,246889.18,76202588.29,74096446.93,18632732.19,-1711528.57,0.0,https://eleos.org/docs/FIN_NGO_00142_FY2024-25.pdf,Verified
