project_id,ngo_id,project_name,project_status,project_description,primary_sector,secondary_sectors,funder_name,location_states,location_districts,start_date,end_date,duration_months,beneficiaries_reported,villages_covered,milestones_reported,milestones_completed,outcomes_reported,partnerships_reported,source_url,source_type,verification_status
PRJ_NGO_00120_1,NGO_00120,Nutrition & Food Security Initiative #1 (Surat),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Rural Development"", ""Child Welfare""]",District Development Fund,"[""Gujarat""]","[""Surat""]",2024-11-01,2026-04-25,18,4541,8,4,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00120_1,Annual Report,Self-reported
PRJ_NGO_00120_2,NGO_00120,Nutrition & Food Security Initiative #2 (Surat),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Rural Development"", ""Child Welfare""]",,"[""Gujarat""]","[""Surat""]",2023-10-01,2024-09-25,12,3177,16,6,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00120_2,Annual Report,Self-reported
PRJ_NGO_00120_3,NGO_00120,Nutrition & Food Security Initiative #3 (Surat),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Rural Development"", ""Child Welfare""]",District Development Fund,"[""Gujarat""]","[""Surat""]",2022-04-01,2023-09-23,18,4052,5,6,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00120_3,Annual Report,Self-reported
PRJ_NGO_00120_4,NGO_00120,Nutrition & Food Security Initiative #4 (Surat),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Rural Development"", ""Child Welfare""]",CSR India Grant,"[""Gujarat""]","[""Surat""]",2021-10-01,2023-04-24,19,1833,8,5,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00120_4,Annual Report,Self-reported
PRJ_NGO_00121_1,NGO_00121,Nutrition & Food Security Initiative #1 (Ernakulam),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Women Empowerment""]",Public Donations,"[""Kerala""]","[""Ernakulam""]",2024-10-01,2026-02-23,17,896,13,3,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00121_1,Annual Report,Self-reported
PRJ_NGO_00121_2,NGO_00121,Nutrition & Food Security Initiative #2 (Ernakulam),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Women Empowerment""]",District Development Fund,"[""Kerala""]","[""Ernakulam""]",2023-05-01,2024-10-22,18,1109,8,5,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00121_2,Annual Report,Self-reported
PRJ_NGO_00121_3,NGO_00121,Nutrition & Food Security Initiative #3 (Ernakulam),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Women Empowerment""]",,"[""Kerala""]","[""Ernakulam""]",2022-02-01,2023-06-26,17,4252,2,6,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00121_3,Annual Report,Self-reported
PRJ_NGO_00121_4,NGO_00121,Nutrition & Food Security Initiative #4 (Ernakulam),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Women Empowerment""]",,"[""Kerala""]","[""Ernakulam""]",2021-05-01,2022-04-26,12,2495,18,3,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00121_4,Annual Report,Self-reported
PRJ_NGO_00121_5,NGO_00121,Nutrition & Food Security Initiative #5 (Ernakulam),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,"[""Women Empowerment""]",District Development Fund,"[""Kerala""]","[""Ernakulam""]",2020-03-01,2020-09-27,7,2711,10,6,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00121_5,Annual Report,Self-reported
PRJ_NGO_00122_1,NGO_00122,Environment & Forests Initiative #1 (Prayagraj),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,[],,"[""Uttar Pradesh""]","[""Prayagraj""]",2024-06-01,2025-02-26,9,1199,3,4,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00122_1,Annual Report,Self-reported
PRJ_NGO_00122_2,NGO_00122,Environment & Forests Initiative #2 (Prayagraj),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,[],CSR India Grant,"[""Uttar Pradesh""]","[""Prayagraj""]",2023-02-01,2023-12-28,11,950,2,6,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00122_2,Annual Report,Self-reported
PRJ_NGO_00123_1,NGO_00123,Education Initiative #1 (Prayagraj),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Child Welfare""]",District Development Fund,"[""Uttar Pradesh""]","[""Prayagraj""]",2024-08-01,2026-03-24,20,1363,14,6,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00123_1,Annual Report,Self-reported
PRJ_NGO_00123_2,NGO_00123,Education Initiative #2 (Prayagraj),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Child Welfare""]",District Development Fund,"[""Uttar Pradesh""]","[""Prayagraj""]",2023-06-01,2024-11-22,18,3472,13,3,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00123_2,Annual Report,Self-reported
PRJ_NGO_00123_3,NGO_00123,Education Initiative #3 (Prayagraj),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Child Welfare""]",District Development Fund,"[""Uttar Pradesh""]","[""Prayagraj""]",2022-11-01,2023-09-27,11,1706,8,3,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00123_3,Annual Report,Self-reported
PRJ_NGO_00123_4,NGO_00123,Education Initiative #4 (Prayagraj),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Child Welfare""]",Public Donations,"[""Uttar Pradesh""]","[""Prayagraj""]",2021-03-01,2022-04-25,14,1820,2,6,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00123_4,Annual Report,Self-reported
PRJ_NGO_00123_5,NGO_00123,Education Initiative #5 (Prayagraj),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Child Welfare""]",District Development Fund,"[""Uttar Pradesh""]","[""Prayagraj""]",2020-09-01,2021-10-26,14,1756,17,6,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00123_5,Annual Report,Self-reported
PRJ_NGO_00124_1,NGO_00124,Women Empowerment Initiative #1 (Coimbatore),Ongoing,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Child Welfare"", ""Education""]",CSR India Grant,"[""Tamil Nadu""]","[""Coimbatore""]",2024-07-01,,19,2642,10,4,1,,[],https://eleos.org/projects/PRJ_NGO_00124_1,Annual Report,Self-reported
PRJ_NGO_00124_2,NGO_00124,Women Empowerment Initiative #2 (Coimbatore),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Child Welfare"", ""Education""]",CSR India Grant,"[""Tamil Nadu""]","[""Coimbatore""]",2023-01-01,2024-07-24,19,3219,16,4,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00124_2,Annual Report,Self-reported
PRJ_NGO_00124_3,NGO_00124,Women Empowerment Initiative #3 (Coimbatore),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Child Welfare"", ""Education""]",,"[""Tamil Nadu""]","[""Coimbatore""]",2022-09-01,2023-07-28,11,3838,12,3,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00124_3,Annual Report,Self-reported
PRJ_NGO_00124_4,NGO_00124,Women Empowerment Initiative #4 (Coimbatore),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Child Welfare"", ""Education""]",Public Donations,"[""Tamil Nadu""]","[""Coimbatore""]",2021-04-01,2022-11-22,20,1534,20,4,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00124_4,Annual Report,Self-reported
PRJ_NGO_00124_5,NGO_00124,Women Empowerment Initiative #5 (Coimbatore),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Child Welfare"", ""Education""]",Public Donations,"[""Tamil Nadu""]","[""Coimbatore""]",2020-02-01,2020-08-29,7,4726,17,5,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00124_5,Annual Report,Self-reported
PRJ_NGO_00124_6,NGO_00124,Women Empowerment Initiative #6 (Coimbatore),Completed,Community-based women empowerment support project serving rural/urban clusters.,Women Empowerment,"[""Child Welfare"", ""Education""]",,"[""Tamil Nadu""]","[""Coimbatore""]",2019-12-01,2021-05-24,18,408,15,5,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00124_6,Annual Report,Self-reported
PRJ_NGO_00125_1,NGO_00125,Nutrition & Food Security Initiative #1 (Prayagraj),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],CSR India Grant,"[""Uttar Pradesh""]","[""Prayagraj""]",2024-04-01,2025-02-25,11,541,14,3,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00125_1,Annual Report,Self-reported
PRJ_NGO_00125_2,NGO_00125,Nutrition & Food Security Initiative #2 (Prayagraj),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],District Development Fund,"[""Uttar Pradesh""]","[""Prayagraj""]",2023-10-01,2024-12-24,15,2685,13,6,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00125_2,Annual Report,Self-reported
PRJ_NGO_00125_3,NGO_00125,Nutrition & Food Security Initiative #3 (Prayagraj),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],Public Donations,"[""Uttar Pradesh""]","[""Prayagraj""]",2022-04-01,2024-03-21,24,1976,18,3,4,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00125_3,Annual Report,Self-reported
PRJ_NGO_00125_4,NGO_00125,Nutrition & Food Security Initiative #4 (Prayagraj),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],District Development Fund,"[""Uttar Pradesh""]","[""Prayagraj""]",2021-03-01,2022-06-24,16,4292,14,5,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00125_4,Annual Report,Self-reported
PRJ_NGO_00125_5,NGO_00125,Nutrition & Food Security Initiative #5 (Prayagraj),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],State Grant,"[""Uttar Pradesh""]","[""Prayagraj""]",2020-10-01,2021-08-27,11,4133,19,5,3,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00125_5,Annual Report,Self-reported
PRJ_NGO_00125_6,NGO_00125,Nutrition & Food Security Initiative #6 (Prayagraj),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],CSR India Grant,"[""Uttar Pradesh""]","[""Prayagraj""]",2019-02-01,2019-07-31,6,609,2,5,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00125_6,Annual Report,Self-reported
PRJ_NGO_00126_1,NGO_00126,Environment & Forests Initiative #1 (Mumbai),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Education""]",,"[""Maharashtra""]","[""Mumbai""]",2024-12-01,2025-10-27,11,1342,8,6,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00126_1,Annual Report,Self-reported
PRJ_NGO_00126_2,NGO_00126,Environment & Forests Initiative #2 (Mumbai),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Education""]",,"[""Maharashtra""]","[""Mumbai""]",2023-02-01,2024-11-22,22,543,18,3,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00126_2,Annual Report,Self-reported
PRJ_NGO_00126_3,NGO_00126,Environment & Forests Initiative #3 (Mumbai),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Education""]",District Development Fund,"[""Maharashtra""]","[""Mumbai""]",2022-09-01,2023-07-28,11,2943,17,3,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00126_3,Annual Report,Self-reported
